Компания,Телефон,Сайт,Категория,Город,Страна,Score,Статус,Источник,Дата
"Neocom","+7 727 355 5303","http://neocompany.kz/","Офис компании","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"MasterKaz","+7 705 554 0615","https://masterkaz.kz/","Строительный магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"iPhone в Рассрочку iRassrochka","+7 777 547 7252","https://irassrochka.kz/","Оптовая продажа электроники","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО LED SET светодиодное освещение","+7 707 290 5454","https://ledset.kz/","Магазин осветительных приборов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"A-Computers - Магазин компьютерной техники и электроники","+7 727 375 0005","http://acomputers.kz/","Компьютерный магазин","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"Сплав","+7 727 328 3789","https://splav.ru/?utm_medium=map&utm_source=map_google","Товары для спорта и туризма","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Flexcom компьютеры, моноблоки, ноутбуки, комплектующие, мониторы, периферия, оргтехника, мультимедиа, игровая мебель Алматы","+7 707 702 6050","https://flexcom.kz/","Интернет-магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Автоинструмент Алматы-JUST-TOOLS.KZ","+7 747 928 6180","http://just-tools.kz/","Оптовая продажа инструмента","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"HappyCake","+7 707 777 1144","https://happycake.kz/almaty","Кондитерская","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Дани Нан","","","Магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"i2ar - Рекламно-производственная компания","+7 708 970 7331","https://i2ar.kz/","Магазин футболок","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Overclockers","+7 771 013 0020","https://over-shop.kz/","Оптовая продажа компьютерной техники","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Зажигалки","+7 777 817 1727","","Магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Tsmart","","http://tsmart.kz/","Интернет-магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Торты","+7 707 579 5050","","Магазин тортов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Выкуп швейцарских часов VIPLOMBARD","+7 778 700 7777","https://lombard-watch.kz/","Ремонт часов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Ломбард ""АРЖАН""","+7 7272 73 83 48","http://arj.kz/ru/page/nashi-filialy","Ломбард","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Parlife","+7 778 220 0077","","Магазин электронных сигарет и аксессуаров к ним","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Hafele Kazakhstan","+7 701 084 0467","http://hafele.kz/","Поставщик мебельной фурнитуры","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Eco Print","+7 727 378 2928","http://ecoprint.kz/","Поставщик офисного оборудования","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Infolife Computers, LLC","+7 7272 25 90 34","http://www.infolife.kz/","Компьютерный магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"HappyCake","+7 707 777 1144","https://happycake.kz/almaty","Кондитерская","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Copyservice","+7 771 459 6760","https://copy.kz/","Оптовая продажа офисного оборудования","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Природный камень, Плитняк, Песчаник","+7 777 153 3335","https://www.camen.kz/","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Фурнитура для стекла Алматы","+7 701 958 3624","","Строительная компания","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Foras Trading","+7 777 269 9999","","Поставщик бытовой химии","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТД ""Дархан""","","","Торговый центр","Алматы",KZ,45,new,google_maps_apify,2026-08-16
"1000 мелочей","","","Магазин товаров для дома","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"Rosalie Flowers","+7 747 094 1136","https://cvetyvalmaty.kz/","Доставка цветов","Алматы",KZ,60,new,google_maps_apify,2026-08-16
"ТОО ""Альфа Марс""","+7 777 236 6130","https://alfamars.kz/about_us","Производитель","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Mittiko","+7 777 845 2258","http://www.instagram.com/mittikoooo","Оптовая продажа товаров повседневного спроса","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Любимцы","+7 707 101 6949","http://lubimci.kz/","Зоомагазин","Алматы",KZ,45,new,google_maps_apify,2026-08-16
"КОЖМАРКЕТ, кожа натуральная в г. Алматы","+7 702 111 9326","http://kozhmarket.kz/","Оптовая продажа кожи","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Boston","","","Продажа алмазов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Kanc.Asia","+7 7272 21 88 88","","Интернет-магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ПрОфис","+7 705 777 6651","","Интернет-магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО Литан","+7 727 385 9494","http://www.kanc.kz/","Поставщик бумажной продукции","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"DONG LONG","+7 700 555 4072","","Склад","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"АДЕКА","+7 747 028 8808","http://vagonka-v-almaty.kz/","Магазин пиломатериалов","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"ТОО Тасти","+7 778 376 8888","","Торговый центр","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"Adalex","+7 707 744 9221","https://adalex.kz/","Оптовая продажа предметов гигиены","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Керамогранит и кафель в Алматы | Амал Констракш Трейд","+7 701 282 5464","http://www.amalstroy.kz/","Магазин керамической плитки","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"Рыбные деликатесы","","","Рыбный магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"DNS","+7 800 080-70-22","https://dns-shop.kz/","Магазин бытовой техники","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ДомСтрой Алматы","+7 702 845 0597","","Магазин строительных товаров","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"KANC","+7 7272 21 89 99","http://www.kanc.kz/","Интернет-магазин","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"Tyres Trade - шины, диски","+7 747 557 7047","https://kaspi.kz/shop/search/?q=%3AallMerchants%3ATyresTrade&page=2","Магазин шин","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"KFR «KAZFASTENER» Крепежные материалы","+7 771 070 7105","https://kazfastener.kz/","Оптовая продажа строительных материалов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО Suntec","+7 7272 22 09 00","","Магазин сантехники","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"СТМС-С.К. ТОО","+7 701 808 2323","http://stmsgroup.kz/","Офис компании","Алматы",KZ,45,new,google_maps_apify,2026-08-16
"LogyCom","+7 7272 27 58 22","http://corp.logycom.kz/","Офис компании","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"Averstroy ( Аверстрой ), ТОО","+7 777 596 1155","https://averstroy.all.biz/?utm_source=google&utm_medium=gmb&utm_term=gmb","Оптовая продажа строительных материалов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО ""Корпорация Держава""","+7 7272 25 42 67","","Магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Docke Asia","+7 708 205 5380","http://www.docke.asia/","Оптовая продажа строительных материалов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Цемент","+7 727 317 3527","https://almatycem.kz/contacts","Магазин строительных товаров","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Smart-G","+7 727 346 5566","","Оптовая продажа бытовой техники","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Yiwumart","+7 747 094 2745","https://www.instagram.com/yiwumartkz/","Магазин товаров для ресторанов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Кенжехан","+7 707 105 5523","","Рынок","Алматы",KZ,75,new,google_maps_apify,2026-08-16
"YUNIS","+7 708 971 4298","http://yunis.kz/","Магазин тортов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"dulat.kz","+7 727 394 3971","https://dulat.kz/category/mebel/shkafy-metallicheskie/shkafchiki-i-paneli-dlya-klyuchej/","","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО ""Айс Фуд""","+7 7272 92 71 96","https://konditerka.kz/","Поставка товаров для пищевых производств","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО Москондитер","+7 701 715 3322","https://regionkonditer.kz/","Интернет-магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Рауза-АДЕ, ТОО","+7 727 376 1131","","Аптека","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"Comportal","+7 727 300 3020","","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Ucontay","+7 727 313 7783","https://ucontay.kz/","Интернет-магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Stonrog","+7 727 350 5055","","Магазин керамической плитки","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Краски, лаки,Эмаль,НЦ,ПФ, Умар Ти Алматы","+7 771 228 8127","","Магазин красок","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Du-Re mart, korean products","+7 771 852 6914","https://www.instagram.com/dure_mart.kz/?hl=en","Продовольственный магазин","Алматы",KZ,45,new,google_maps_apify,2026-08-16
"ТОО ""Гешефт трейд""","+7 727 341 0706","http://gesheft.kz/","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Еламан","+7 7272 92 01 75","","Продовольственный магазин","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"Зоомагазин ZooMart в ТРЦ Ритц-Палас","+7 777 812 4146","https://www.zoomart.kz/","Зоомагазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Нестле Фуд Казахстан, ТОО","+7 771 748 7278","http://www.nestle.com/","Офис компании","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Baby Room","+7 701 217 4822","http://babyroom.kz/","Магазин товаров для новорожденных","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"БЦ ""Нурлы Тау"", Блок В","","http://nurlytau.kz/","Велопарковка","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"LUBRITECH INDUSTRY","+7 727 355 1203","http://lubritechindustry.kz/","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"TOO ""Агровэй""","+7 701 344 2838","http://www.agroway.kz/","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Decora Plaza","+7 777 483 8695","http://www.decoraplaza.kz/","Магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Моторные масло, замена масло АКПП, МКПП AliAvtoOil, ОПТОМ И В РОЗНИЦУ замена колодки","+7 707 333 2075","","Магазин автоаксессуаров","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО Хим-База","+7 777 312 7788","https://himbaza.kz/","Компания пищевой промышленности","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ARMTEK","+7 800 080-76-01","https://armtek.kz/","Магазин автозапчастей","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Talisman Horeca Service","+7 702 078 9578","https://talisman-horeca.kz/","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Европейское моторное масло Divinol & Kroon-Oil оптом и в розницу","+7 747 196 0901","","Магазин автозапчастей","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"GLOBALHAND","+7 7272 51 64 57","","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Hotel Expert","+7 727 339 7900","http://hotel-expert.kz/","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО ""ПК ЭТАЛОН""","+7 778 805 0569","https://etalon-pc.kz/","Магазин сантехники","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Aewshop","","","Магазин косметики и парфюмерии","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Taza Mart","","https://tazamart.kz/","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Dudar","+7 7272 47 98 47","https://dudar.kz/","Оптовая торговля","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"Газонная трава - от DLF.KZ","+7 747 662 2858","http://dlf.kz/","Поставщик газонов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Белорусские продукты № 1","+7 705 739 8000","https://belostan.kz/","Колбасные изделия","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"рынок ""Ак Орда""","+7 708 971 2331","","Рынок","Алматы",KZ,60,new,google_maps_apify,2026-08-16
"Магазин Jasic","+7 727 327 5131","http://www.jasic.kz/","Всё для сварочных работ","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"Трикотажные ткани","+7 701 362 2262","","Оптовая продажа тканей","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Кафельный Склад","+7 702 904 1133","","Магазин керамической плитки","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Комплекс-Бар КейЗет","+7 727 385 9325","https://complex-bar.kz/","Оптовая продажа посуды из стекла","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"SBSANBEL.KZ - Строительные инструменты и оборудование","+7 776 214 1515","https://sbsanbel.kz/","Магазин строительных товаров","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ЭКО ФЕРМА КХ ""СЛАВЯНКА""","+7 777 242 2859","https://slavyanka.kz/","Молочная ферма","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Akbastau Gardens","+7 701 720 6192","","Питомник растений","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"DiamondPet","+7 7272 79 48 45","https://dpet.kz/","Зоомагазин","Алматы",KZ,45,new,google_maps_apify,2026-08-16
"Akb02.kz Самые низкие цены гарантируем.","+7 701 222 0649","http://www.akb02.kz/","Оптовая продажа батарей","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Грузовые шины","+7 727 331 3324","","Магазин автозапчастей","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Garant-horeca","","","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Ceramo Stone Group Ауэзова 2В","+7 701 643 7419","http://ceramostone.kz/","Строительный магазин","Алматы",KZ,45,new,google_maps_apify,2026-08-16
"Алемсервисплит","+7 747 814 8086","","Оптовая продажа промышленных химикатов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"SamStone","+7 771 758 4001","https://samstoneco.com/","Магазин керамической плитки","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Запчасти Онлайн","+7 778 134 7841","http://zapchasti-online.kz/","Автомастерская","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО «SCK»","+7 7152 46 27 38","","Салон сотовой связи","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО КазТехнолоджиПак","+7 727 378 8091","http://ktp-kz.com/","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО «ГАЗКОР»","+7 700 200 0300","https://gazkor.kz/","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Magic Garden","+7 777 708 0134","https://irises.kz/","Питомник растений","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"HAVVA HOME COLLECTİON","+90 542 124 22 96","","Магазин женской одежды","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Доставка товаров с 1688","+7 707 168 8707","https://www.1688.kz/contacts","","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Zardi Bag-In-Box","+7 707 991 2113","https://www.zardi.kz/","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО ""БИКО""","+7 727 390 1437","http://www.shokmagazin.kz/","Офис компании","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Тастак","+7 778 920 6786","","Рынок","Алматы",KZ,75,new,google_maps_apify,2026-08-16
"Маолин","+7 777 008 8431","http://maolin.kz/","Производитель","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Solid Prof Group","","https://omega-auto-parts.kz/","Рынок автозапчастей","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО ""Резервснаб плюс""","+7 7212 50 55 21","https://rezervsnabplus.kz/about_us","","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"LULOO.KZ интернет-магазин","+7 707 251 2528","http://luloo.kz/","Магазин сувениров","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"Строительные товары","+7 701 851 2967","https://instagram.com/1000_meloshey_almaty?utm_medium=copy_link","Магазин строительных товаров","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Тексан Батыр Teksan (TekLed)","+7 771 552 8447","https://www.tekledgroup.com/","Магазин электротоваров","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ИП АЛГАБАС - Магазин строительных материалов","+7 747 864 3600","","Поставщик стройматериалов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Белорусские продукты № 1","+7 705 739 8000","https://belostan.kz/","Колбасные изделия","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Фанера оптом от ТОО ""МЖ Буилдинг""","+7 776 215 9570","https://mgbuilding.kz/","Оптовая продажа строительных материалов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Магнат Трэйд","+7 701 715 0093","http://magnat-trade.com/","Поставщик рекламной сувенирной продукции","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Корейская косметика оптом","+7 747 094 4508","","Оптовая продажа косметики","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Liderpol","+7 701 980 7711","http://liderpol.kz/","Магазин напольных покрытий","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"DNS","+7 800 080-70-22","https://dns-shop.kz/","Магазин бытовой техники","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Кафель оптом","+7 707 677 0852","","Магазин керамики","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Строй-Сити","+7 7272 45 18 96","","Торговый центр","Алматы",KZ,75,new,google_maps_apify,2026-08-16
"Raiber Stroy Invest","+7 708 769 2010","https://raiber.kz/","Поставщик отделочных материалов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Global Trend Company","+7 775 433 0099","","Магазин здоровья и красоты","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"""Shar Land"" Студия праздника","+7 747 270 0027","https://www.shar-land.kz/","Магазин воздушных шаров","Алматы",KZ,45,new,google_maps_apify,2026-08-16
"ZooMarket","+7 727 375 6290","http://zoomarket.kz/","Зоомагазин","Алматы",KZ,45,new,google_maps_apify,2026-08-16
"Giftware","+7 727 375 1515","http://giftware.kz/","Рекламное агентство","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО ""Казполиснаб""","+7 702 576 0867","","Офис компании","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Zoomarket","+7 727 392 6207","http://www.zoomarket.kz/","Зоомагазин","Алматы",KZ,45,new,google_maps_apify,2026-08-16
"Модульная черепица | Композитная черепица |Vessel Group","+7 707 552 9103","http://vesselgroup.kz/","Строительная компания","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"Магазин ""Ziled""","+7 700 646 4757","http://www.ziled.kz/","Магазин электротоваров","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Доставка Букетов","","http://pro-buket.kz/","Доставка цветов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"YAPOSHA SUSHI & PIZZA","+7 778 312 8400","http://yaposha-sushi.kz/","Доставка готовой еды","Алматы",KZ,45,new,google_maps_apify,2026-08-16
"ТОО ""Heliac""","+7 727 384 1481","","Магазин осветительных приборов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"NB-Parts - аксессуары и электроника","+7 701 940 2565","https://dealcom.kz/contacts","Магазин электроники","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Обувной магазин Shkers","+7 777 828 2522","","Обувной магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Bath And Tile","+7 7272 75 29 37","http://www.salonbt.kz/","Магазин товаров для дома","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"Всё для Автомаляра","+7 747 990 0000","","Магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Maruna Farfor","+7 701 321 4445","https://www.instagram.com/maruna.farfor?igsh=MTlnbHV1bnowMWw5cw==","Магазин товаров для ресторанов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Бижутерия и аксессуары","+7 771 684 9218","","Оптовая торговля за наличный расчёт без доставки товара","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"BOHEMIA ELVIN TRADE","+7 777 517 0482","","Оптовая продажа посуды из стекла","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Track.satu.kz","+7 701 183 2020","http://www.track-info.kz/","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"INTERSHOPKZ","+7 775 450 9580","https://intershopkz.kz/","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО ЭЛЬВИН ТРЕЙД","+7 777 517 0482","","Магазин товаров для дома","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Компания LETS (IT интегратор)","+7 727 349 3340","http://lets.asia/","Оптовая продажа компьютерной техники","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Perspectiva","+7 778 781 1178","https://perspectiva.kz/","Ломбард","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Интернет-магазин ZooTovary.kz","+7 776 600 6060","","Зоомагазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"FE Tech.","+7 701 743 7183","https://fetech.kz/","Магазин аудиоаппаратуры","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО ""Феникс компани""","","","Офис","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Almaty Textile Group","","","Оптовая продажа тканей","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Интернет-магазин Meloris","+7 701 734 9169","","Служба дистрибуции","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО ЕвроГостСнаб","+7 7272 44 86 41","","Магазин напольных покрытий","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Eagle Asia","+7 777 990 9903","http://www.eagleasia.co/","Импортно-экспортная компания","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Асбестоцементные, хризотилцементные трубы в Алматы -ТОО АВИМКОМ","+7 708 983 4403","https://avimcom.kz/","Оптовая торговля за наличный расчёт без доставки товара","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"SeeOzone.kz-представители kraftool, зубр, auroraPro overman (оверман), holzmann","+7 700 173 3696","https://seeozone.kz/","Оптовая продажа инструмента","Алматы",KZ,45,new,google_maps_apify,2026-08-16
"1000 и 1 кафель","+7 701 410 6764","https://1001-kafel.satu.kz/","Магазин товаров для дома","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"МАГАЗИН ЭЛЕКТРОИНСТРУМЕНТОВ, СТАНКОВ, ОБОРУДОВАНИЯ NKTRADE.KZ","+7 707 700 0562","https://nktrade.kz/","Оптовая продажа инструмента","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО «ETALIN LIGHTING GROUP KAZAKHSTAN»","+7 727 356 1105","","Консультант по освещению","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Компания QURAL MARKET","+7 707 710 5500","","Магазин инструмента","Казахстан",KZ,15,new,google_maps_apify,2026-08-16
"ТОО ""БАТ"" Дистрибьютор фирмы NOVOL","+7 701 744 8338","https://batcolor.kz/contacts","Магазин красок","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"TOO "" AGRONTIS ""","+7 776 214 9998","","Всё для сварочных работ","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"UrbanLine Аксай","+7 700 164 6456","https://urbn.kz/","Магазин кальянов","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"Hassanov Home мозаика и плитка","+7 707 117 0517","http://hassanovhome.kz/","Строительный магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Нан-Хлеб","","","Пекарня с оптовым магазином-булочной","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Asian Media Textile","+7 7272 76 27 01","https://amtextile.all.biz/?utm_source=google&utm_medium=gmb&utm_term=gmb","Производитель","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Золотой Базар","+7 7272 30 10 10","","Ювелирный магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Cosmex","+7 700 155 0909","https://cosmex.kz/","Магазин товаров для салонов красоты","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Русский ювелир","+7 7272 28 15 39","","Ювелирный магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Darada","+7 701 324 7722","https://darada.kz/","Магазин запчастей и аксессуаров для грузовиков","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Line","+7 7272 27 30 49","http://line-ltd.kz/","Магазин осветительных приборов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ПромТехСнаб","+7 727 329 7167","https://pts.com.kz/","Поставщик промышленного оборудования","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО DKSTOK","+7 771 454 2830","https://dkstok.kz/","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Интернет-магазин Орхидеи","+7 776 281 2808","https://orchids.kz/","Интернет-магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Магазин Электроинструментов ""БиСиЭм""","+7 777 836 8222","https://bcm.kz/","Магазин инструмента","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"Магазин BESTORG Service","+7 708 515 9531","http://bestorg.kz/","Магазин спецодежды","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"IT Vendor ТОО","+7 707 421 6040","https://www.idpkz.kz/","Оптовая продажа компьютерной техники","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Каталог обуви INBLU Казахстан","+7 7272 47 87 79","http://inblu.kz/%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D1%8B/","Оптовая торговля","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Mebelkaz","+7 747 205 8000","https://mebelkaz.kz/","Магазин корпусной мебели","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"OTOS","+7 702 555 7818","http://otos.kz/","Магазин","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО Теплоивест Азия","+7 727 338 7706","http://teploinvest.kz/","Поставщик отопительного оборудования","Алматы",KZ,30,new,google_maps_apify,2026-08-16
"ТОО ""КазПромИмпорт""","+7 700 180 0887","https://kazpromimport.kz/contacts","Поставщик научного оборудования","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"EmerGem","+7 707 978 9202","http://emergem.kz/","Продажа алмазов","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Мебельные ткани ""Сактекс"" Saktex, Ткани для мебели Алматы, Мебельные ткани оптом и в розницу Алматы","+7 705 195 8822","https://www.instagram.com/mebelnye_tkani/","Оптовая продажа тканей","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО Аккурат","+7 700 033 0055","https://accurat.kz/","Производитель","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"Caspian Star Company","+7 778 850 2175","","Магазин керамической плитки","Алматы",KZ,15,new,google_maps_apify,2026-08-16
"ТОО НВ-ЛАБ Казахстан","+7 727 313 1348","https://www.nv-lab.kz/","Поставщик лабораторного оборудования","Алматы",KZ,15,new,google_maps_apify,2026-08-16
