company,phone,website,address,category,rating,reviews,score,source,status
Redmart,+7 700 471 0071,,"микр. Астана 1/10 ТД ""Люмир, Алматы 050062, Казахстан",Магазин бытовой техники,3,23,30,google_maps_apify,new
Gerat Kazakhstan,+7 707 129 3848,https://gerat.kz/,"улица Бейбарыса 2, Алматы, Казахстан",Магазин автозапчастей,4.7,69,30,google_maps_apify,new
LISAP MILANO,+7 705 888 6675,http://www.lisapkazakhstan.kz/,"Рыскулбекова 28/7 ЖК БайТал, Алматы 050043, Казахстан",Оптовая продажа косметики,4.5,39,30,google_maps_apify,new
Cosmeta-Asia,+7 727 360 4000,http://www.cosmeta.kz/,"мкр. Акжар,, ул. Жастар, Алматы 040906, Казахстан",Магазин косметики и парфюмерии,4.1,15,15,google_maps_apify,new
PROFCARE,+7 777 490 4747,https://www.profcare.kz/,"проспект Серкебаева 310, Алматы 050060, Казахстан",Оптовая продажа косметики,,0,15,google_maps_apify,new
AnShah,+7 747 415 5080,https://11020-kz.all.biz/,"ул. Дзержинского 12, Алматы 050000, Казахстан",Магазин товаров для дома,,0,15,google_maps_apify,new
ОПТОМ СУМКИ КЗ,+7 700 288 7273,,"Барахолка, Алматы, Казахстан",Оптовый рынок,,0,15,google_maps_apify,new
Volna,+7 775 007 0795,https://www.volna.kz/,"улица Толе Би 150, Алматы 050009, Казахстан",Пивной магазин,4.5,284,45,google_maps_apify,new
Рынок Алатау-1,+7 708 949 5665,http://alataumarket.kz/,"7VRR+MX5, Алматы, Казахстан",Рынок,4.2,7783,90,google_maps_apify,new
KDM,+7 771 704 5578,https://kdm.kz/,"ул. Бокейханова 11/2, Алматы 050000, Казахстан",Поставщик крепежа,4.4,23,30,google_maps_apify,new
Компания ORION,+7 708 983 5358,http://orionholod.kz/,"улица Алихана Бокейханова 514, Алматы, Казахстан",Оптовая продажа бытовой техники,4.2,67,30,google_maps_apify,new
ИП Оптовый магазин оборудований,+7 702 345 6877,https://opttech.kz/contacts,"7WJ7+GMC, проспект Рыскулова София, Алматы, Казахстан",Поставщик оборудования,,0,15,google_maps_apify,new
Almatyabrasiv TM Gerad,+7 777 774 1888,http://almatyabrasiv.kz/,"ул. Бокейханова 106, Алматы 050014, Казахстан",Поставщик абразивов,4.8,10,15,google_maps_apify,new
A-MARKA (А-МАРКА),+7 702 762 0915,http://www.amarka.kz/,"ул. Бокейханова 37/1, Алматы 050014, Казахстан",Магазин необработанной мебели,4.6,111,45,google_maps_apify,new
ЭКСКЛЮЗИВНЫЙ ОПТОВЫЙ ПОСТАВЩИК TOTACHI В КАЗАХСТАНЕ,+7 702 116 8140,,"Чемолганская 48, Алматы 050061, Казахстан",Магазин автозапчастей,5,1,15,google_maps_apify,new
Optoshka Almata,+7 708 350 1919,https://instagram.com/optoshka_almata?utm_medium=copy_link,"Северное кольцо 24. Рынок Мизам 1. 4 ряд. Бутик 50, Алматы 050024, Казахстан",Оптовый продавец одежды,,0,15,google_maps_apify,new
Miavitta,+7 701 493 8221,,"ул. Тимирязева 69, Алматы, Казахстан",Оптовый магазин продуктов питания,,0,15,google_maps_apify,new
Beri-Optom - оптовый интернет-магазин китайских товаров в Алматы,+7 777 394 3259,,"24 июня 27, Алматы 050008, Казахстан",Оптовая торговля,5,21,30,google_maps_apify,new
Грузовые шины Sunfull Оптовый и розничный Склад шин,+7 775 955 8837,,"пр-т. Турара Рыскулова 76, Алматы, Казахстан",Магазин шин,3.7,3,15,google_maps_apify,new
Green Garden,+7 702 338 8837,https://greengarden-almata.kz/,"ул. Бокейханова 47А, Алматы 050014, Казахстан",Магазин товаров для дачи и сада,4.7,125,45,google_maps_apify,new
Спортивные товары Алматы-Bekzatsports,+7 707 128 0584,,"Северное Кольцо 4д, Алматы, Казахстан",Оптовая продажа спортивных аксессуаров,,0,15,google_maps_apify,new
Магазин на колёсах,+7 777 356 3020,,"ул. Бродского 137, Алматы, Казахстан",Оптовая продажа женского белья,5,2,15,google_maps_apify,new
Торговый Центр,+7 701 487 7802,,"Северное Кольцо 3, Алматы, Казахстан",Торговый центр,4.2,1463,75,google_maps_apify,new
Магазин посуды Jayli.Q,+7 747 666 0163,http://jayli.q.tilda.ws/#%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD_%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D1%8B,"Северное Кольцо 7Д, Алматы 050014, Казахстан",Магазин товаров для ресторанов,5,20,30,google_maps_apify,new
"Магазин бобер, MASIMA , бытовая техника SOKANY оптом",+7 707 400 3899,,"7VPR+6M3, Алматы, Казахстан",Магазин бытовой техники,5,2,15,google_maps_apify,new
Компания STAR PARTY - Поставщик шаров в Казахстане,+7 705 181 5707,https://new.starparty.kz/,"ул. Муканова 243, Алматы 050000, Казахстан",Магазин воздушных шаров,4.9,56,30,google_maps_apify,new
dorco Бритвенные станки и системы DORCO в Казахстане,+7 776 215 8888,,"ул. Сыргабекова 30 А, Алматы 050060, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
Габионы и геоматериалы от ТОО GeOMasters Team,+7 701 958 0047,http://geomasters.kz/,"улица Санжара Жандосова 54, Алматы 050000, Казахстан",Оптовая продажа строительных материалов,,0,15,google_maps_apify,new
TheМиска,+7 701 059 9792,http://miska.kz/,"ул. Жандосова 83, Алматы 040011, Казахстан",Зоомагазин,3,2,15,google_maps_apify,new
Electrotech,,https://electrotech.kz/,"улица Каблукова 123, Алматы 050060, Казахстан",Магазин электротоваров,4.2,5,15,google_maps_apify,new
Fixtech,+7 707 354 7500,https://ergocom.kz/,"Улица Тимирязева 42к15/1Б второй этаж, кабинет 203, Алматы 050002, Казахстан",Оптовая торговля,5,1,15,google_maps_apify,new
Trust Technologies Спецодежда СИЗ,+7 771 705 5115,https://trust-tech.kz/,"улица Жарокова 330, Алматы 050060, Казахстан",Поставщик спецодежды и средств защиты,5,1,15,google_maps_apify,new
Гарант-ТТ,+7 7272 27 50 16,http://kuhni.com.kz/,"Садовая 1\8, Алматы 050052, Казахстан",Оптовая продажа мебели,4.6,5,15,google_maps_apify,new
"Ветеринарная аптека, склад ТОО Акжол ЛТД",+7 777 367 4000,,"квартира, микрорайон Мамыр-1 18, Алматы 050006, Казахстан",Ветеринарная аптека,5,1,15,google_maps_apify,new
Академия Tinel,+7 776 039 8888,,"улица Навои 37, Алматы 050043, Казахстан",Учебный центр,3.4,5,15,google_maps_apify,new
Kazakh Vending Company,+7 701 766 9997,http://www.kvc.kz/,"мкр. Каргалы, улица Жумекен Нажимеденов д.119, Алматы 050070, Казахстан",Кофейный автомат,4.2,26,30,google_maps_apify,new
KazServiceProject,+7 707 821 5008,http://www.serviceproject.kz/,"Ст-Машиностроитель 1, Заводская 51, Алматы 050000, Казахстан",Оптовая продажа компьютерной техники,5,2,15,google_maps_apify,new
HappyCake,+7 707 777 1144,https://happycake.kz/almaty,"микрорайон Орбита-3, 5Е/2, Алматы 050043, Казахстан",Кондитерская,5,1,15,google_maps_apify,new
Salax,+7 701 784 3444,http://salax.kz/,"улица Си Синхай 18, Алматы 050060, Казахстан",Интернет-магазин,,0,15,google_maps_apify,new
glo,+7 800 080-10-80 ext. 5757,https://myglo.kz/,"Алматы 8-й микрорайон 83 ТРЦ Almaty mall, 050004, Казахстан",Поставщик табака,,0,15,google_maps_apify,new
Аквамаркет Тибетская,+7 727 317 2737,https://try.new.yapartner.kz/2gisalmaty,"Баязитовой 12, Алматы 050045, Казахстан",Поставщик бутилированной воды,3.3,3,15,google_maps_apify,new
Аптека (ТОО Нидиа Фарм),+7 727 309 5453,,"71а д.91А, Алматы, Казахстан",Аптека,3.2,5,15,google_maps_apify,new
HappyCake,+7 707 777 1144,https://happycake.kz/almaty,"улица Санаторная 25А, Алматы 050023, Казахстан",Кондитерская,,0,15,google_maps_apify,new
HappyCake,+7 707 777 1144,https://happycake.kz/almaty,"микрорайон Казахфильм, 38, Алматы 050023, Казахстан",Кондитерская,,0,15,google_maps_apify,new
HappyCake,+7 707 777 1144,https://happycake.kz/almaty,"улица Алишера Навои 139, Алматы 050043, Казахстан",Кондитерская,,0,15,google_maps_apify,new
CAFFÈ VERGNANO 1882,+7 707 369 0000,,"10а мкр 12б, Алматы 050036, Казахстан",Кафетерий,5,2,15,google_maps_apify,new
"ТОО "" ОПТОВЫЙ ДВОР"" Межкомнатные двери, деревянные двери",+7 727 377 0511,http://optdvor.kz/almaty,"мкр-н Курылысшы ул. Жанаарка, 7, Алматы 050000, Казахстан",Магазин дверей,4,11,15,google_maps_apify,new
"ТОО ""Ламинат Плюс LTD""",+7 701 789 0020,https://www.laminat-almaty.kz/,"ул. Кабдолова 1/8, Алматы 050000, Казахстан",Магазин напольных покрытий,5,1,15,google_maps_apify,new
abdi,+7 727 394 3752,https://abdi.kz/,"пр-т. Абая 143, Алматы 050000, Казахстан",Магазин канцелярских товаров,4.1,1077,75,google_maps_apify,new
Саудакент,,,"7W83+535, улица им. Казакова, Алматы 050000, Казахстан",Рынок,4,1123,75,google_maps_apify,new
UTI-PUTI,+7 707 784 9801,https://uti-puti.kz/,"проспект Гагарина 66б, Алматы 050009, Казахстан",Магазин детской одежды,4.6,711,60,google_maps_apify,new
